timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1762212736689,867,1.2 - GET - /api/v1/books/id/{id},200,OK,Thread Group 1-10,text,true,,587,194,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/books/id/64a31398-3125-48d1-8997-59dd032b3d8a,,867,UTF-8,1,0,workstation-1,0,0
1762212735931,2042,1.3 - GET - /api/v1/books/filters?title=&category=,200,OK,Thread Group 1-6,text,true,,392552,179,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/books/filters?title=&category=,,2029,UTF-8,1,0,workstation-1,0,0
1762212737110,958,1.4 - GET - /api/v1/health/,200,OK,Thread Group 1-9,text,true,,380,156,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/health/,,958,UTF-8,1,0,workstation-1,0,0
1762212735985,2129,1.5 - GET - /api/v1/books,200,OK,Thread Group 1-7,text,true,,416091,154,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/books,,2115,UTF-8,1,0,workstation-1,0,0
1762212736011,2137,1.2 - GET - /api/v1/books/id/{id},200,OK,Thread Group 1-1,text,true,,591,194,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/books/id/0a3ff8f8-3c65-4828-af69-3c1783c57d13,,2137,UTF-8,1,0,workstation-1,0,0
1762212737974,635,1.4 - GET - /api/v1/health/,200,OK,Thread Group 1-6,text,true,,380,156,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/health/,,635,UTF-8,1,0,workstation-1,0,0
1762212735377,3527,1.3 - GET - /api/v1/books/filters?title=&category=,200,OK,Thread Group 1-3,text,true,,392552,179,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/books/filters?title=&category=,,3507,UTF-8,1,0,workstation-1,0,0
1762212737136,2419,1.4 - GET - /api/v1/health/,200,OK,Thread Group 1-5,text,true,,380,156,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/health/,,2419,UTF-8,1,0,workstation-1,0,0
1762212737552,2445,1.2 - GET - /api/v1/books/id/{id},200,OK,Thread Group 1-4,text,true,,636,194,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/books/id/10c22ec9-e399-4969-9668-61acfd98dc99,,2445,UTF-8,1,0,workstation-1,0,0
1762212737394,2603,1.1 - GET - /api/v1/books/categories,200,OK,Thread Group 1-2,text,true,,992,165,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/books/categories,,2603,UTF-8,1,0,workstation-1,0,0
1762212736216,3871,1.5 - GET - /api/v1/books,200,OK,Thread Group 1-8,text,true,,416092,154,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/books,,3660,UTF-8,1,0,workstation-1,0,0
1762212738609,1973,1.5 - GET - /api/v1/books,200,OK,Thread Group 1-6,text,true,,416083,154,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/books,,1793,UTF-8,1,0,workstation-1,0,0
1762212738114,2546,2.1 - GET - /api/v1/stats/overview,200,OK,Thread Group 1-7,text,true,,630,163,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/stats/overview,,2546,UTF-8,1,0,workstation-1,0,0
1762212737557,3558,1.3 - GET - /api/v1/books/filters?title=&category=,200,OK,Thread Group 1-10,text,true,,392553,179,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/books/filters?title=&category=,,3541,UTF-8,1,0,workstation-1,0,0
1762212738905,2477,1.4 - GET - /api/v1/health/,200,OK,Thread Group 1-3,text,true,,380,156,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/health/,,2477,UTF-8,1,0,workstation-1,0,0
1762212739555,2130,1.5 - GET - /api/v1/books,200,OK,Thread Group 1-5,text,true,,416075,154,10,10,https://fiap-eml-tech-challenger-fase-1.onrender.com/api/v1/books,,1920,UTF-8,1,0,workstation-1,0,0
